rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.6896548141504,83.90808903401081,688347,华虹公司,bottom_area,2025-09-10,68.3,2025-09-10,67.19,1.6520315523143319,3.4380116088703714,28.46039182282794,False,1.4859,4.7422,1,1,1,100.0,45.99312351229833,45.99312351229833,18.34796844768567,1.6520315523143319,历史1/1次成功; 当前距低点1.65%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
12,73.08573398689637,63.78319963947724,002212,天融信,bottom_area,2025-09-10,9.75,2025-09-04,9.51,2.5236593059936934,8.201892744479489,30.17621145374449,True,0.2055,5.1724,1,2,1,50.0,30.95238095238096,30.95238095238096,17.47634069400631,2.5236593059936934,历史1/2次成功; 当前距低点2.52%; 最新日涨幅0.21%; 状态bottom_area; 底部已确认
13,72.65042442329688,61.75066322730318,002256,兆新股份,bottom_area,2025-09-10,2.81,2025-09-10,2.78,1.079136690647491,2.517985611510802,30.32581453634086,False,-0.3546,6.6587,3,8,3,37.5,27.734381085911092,31.775700934579426,18.92086330935251,1.079136690647491,历史3/8次成功; 当前距低点1.08%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
14,72.47332811523503,63.21421446384041,001339,智微智能,bottom_area,2025-09-10,57.54,2025-09-04,56.14,2.49376558603491,8.407552547203418,27.373868046571793,True,-0.2427,3.7197,1,2,1,50.0,58.06629834254142,58.06629834254142,17.506234413965093,2.49376558603491,历史1/2次成功; 当前距低点2.49%; 最新日涨幅-0.24%; 状态bottom_area; 底部已确认
15,70.71545056121711,60.42793087401641,302132,中航成飞,bottom_area,2025-09-10,80.59,2025-09-09,79.5,1.3710691823899415,3.3459119496855303,27.595628415300546,False,1.3711,2.3726,1,4,1,25.0,28.81165919282512,28.81165919282512,18.62893081761006,1.3710691823899415,历史1/4次成功; 当前距低点1.37%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
16,69.0524373777269,58.43553392039058,002041,登海种业,bottom_area,2025-09-10,9.61,2025-06-23,9.53,0.8394543546694656,7.345225603357829,29.719764011799416,True,0.0,0.735,1,2,1,50.0,21.395106715252467,21.395106715252467,19.160545645330533,0.8394543546694656,历史1/2次成功; 当前距低点0.84%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
17,67.02896151733246,58.06545867355124,300902,国安达,bottom_area,2025-09-10,22.66,2025-09-04,22.19,2.1180712032446998,4.551599819738612,32.798304058146584,False,-0.9182,3.7276,1,2,1,50.0,26.906779661016937,26.906779661016937,17.8819287967553,2.1180712032446998,历史1/2次成功; 当前距低点2.12%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
18,65.76729922676445,59.14806043108825,688682,霍莱沃,bottom_area,2025-09-10,29.22,2025-09-04,28.05,4.1711229946524,7.522281639928696,27.687548337200308,True,0.8282,1.8376,1,2,1,50.0,26.22699386503069,26.22699386503069,15.828877005347602,4.1711229946524,历史1/2次成功; 当前距低点4.17%; 最新日涨幅0.83%; 状态bottom_area; 底部已确认
19,64.93449873518429,56.86484918289292,605169,洪通燃气,bottom_area,2025-09-10,14.77,2025-09-05,14.38,2.71210013908205,4.033379694019472,31.064237775647165,False,0.6131,1.3206,1,4,1,25.0,26.09375,26.09375,17.287899860917953,2.71210013908205,历史1/4次成功; 当前距低点2.71%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
20,63.6661675924983,57.026470912560946,300870,欧陆通,bottom_area,2025-09-10,210.08,2025-09-09,202.1,3.9485403265710137,6.704601682335483,28.30791060659808,False,3.2334,6.4949,1,2,1,50.0,21.28571428571428,21.28571428571428,16.051459673428987,3.9485403265710137,历史1/2次成功; 当前距低点3.95%; 最新日涨幅3.23%; 状态bottom_area; 底部未确认
21,61.610892847155284,53.3990986803458,002298,中电鑫龙,bottom_area,2025-09-10,9.52,2025-09-05,9.32,2.145922746781108,6.330472103004291,27.187500000000004,False,1.169,6.4727,1,7,1,14.285714285714285,23.734729493891784,23.734729493891784,17.854077253218893,2.145922746781108,历史1/7次成功; 当前距低点2.15%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
22,58.94697201802198,52.87163361836173,603221,爱丽家居,bottom_area,2025-09-10,12.41,2025-09-02,11.93,4.023470243084664,5.616093880972338,32.2159090909091,False,0.2423,1.4928,1,4,1,25.0,20.699708454810505,20.699708454810505,15.976529756915337,4.023470243084664,历史1/4次成功; 当前距低点4.02%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
23,58.84924645783519,53.03902770900799,300378,鼎捷数智,bottom_area,2025-09-10,49.13,2025-09-04,47.11,4.287836977287207,8.151135639991516,27.52307692307692,True,1.0697,4.4254,1,5,1,20.0,26.480086114101198,26.480086114101198,15.712163022712794,4.287836977287207,历史1/5次成功; 当前距低点4.29%; 最新日涨幅1.07%; 状态bottom_area; 底部已确认
24,57.5262199824781,51.34060493059873,688152,麒麟信安,bottom_area,2025-09-10,49.8,2025-09-04,48.0,3.7499999999999942,8.958333333333329,29.046563192904664,True,-0.994,3.7996,1,3,1,33.33333333333333,21.006836544437533,21.006836544437533,16.250000000000007,3.7499999999999942,历史1/3次成功; 当前距低点3.75%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
